inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,last_updated
4839,968,4,346,22,2026-03-08
4840,968,5,152,28,2026-02-23
4841,969,1,100,37,2026-02-25
4842,969,2,406,51,2026-02-23
4843,969,3,404,21,2026-02-23
4844,969,4,240,23,2026-03-04
4845,969,5,180,86,2026-03-12
4846,970,1,108,36,2026-03-09
4847,970,2,44,22,2026-03-09
4848,970,3,281,54,2026-02-16
4849,970,4,18,90,2026-03-07
4850,970,5,74,80,2026-03-12
4851,971,1,464,90,2026-03-07
4852,971,2,389,35,2026-03-06
4853,971,3,3,48,2026-03-03
4854,971,4,297,24,2026-02-12
4855,971,5,15,20,2026-03-11
4856,972,1,218,52,2026-02-14
4857,972,2,317,30,2026-02-25
4858,972,3,276,38,2026-03-05
4859,972,4,352,52,2026-03-08
4860,972,5,270,35,2026-03-11
4861,973,1,446,29,2026-02-21
4862,973,2,238,21,2026-03-03
4863,973,3,29,29,2026-02-25
4864,973,4,161,34,2026-02-20
4865,973,5,474,37,2026-02-25
4866,974,1,408,48,2026-03-04
4867,974,2,21,55,2026-02-27
4868,974,3,94,21,2026-02-20
4869,974,4,64,78,2026-02-15
4870,974,5,356,88,2026-02-28
4871,975,1,170,45,2026-02-11
4872,975,2,315,64,2026-03-01
4873,975,3,185,31,2026-03-04
4874,975,4,377,45,2026-02-23
4875,975,5,103,62,2026-02-17
4876,976,1,16,94,2026-02-26
4877,976,2,368,50,2026-02-15
4878,976,3,251,83,2026-02-18
4879,976,4,278,73,2026-03-03
4880,976,5,293,45,2026-03-07
4881,977,1,291,42,2026-03-09
4882,977,2,190,37,2026-02-13
4883,977,3,478,36,2026-03-08
4884,977,4,300,62,2026-03-05
4885,977,5,436,89,2026-03-04
4886,978,1,41,50,2026-02-16
4887,978,2,117,69,2026-02-12
4888,978,3,378,45,2026-02-17
4889,978,4,54,98,2026-02-22
4890,978,5,380,35,2026-02-14
4891,979,1,431,43,2026-02-28
4892,979,2,429,40,2026-02-26
4893,979,3,364,22,2026-02-27
4894,979,4,91,20,2026-02-25
4895,979,5,91,39,2026-02-24
4896,980,1,236,83,2026-02-17
4897,980,2,242,73,2026-02-23
4898,980,3,315,69,2026-03-05
4899,980,4,415,33,2026-02-25
4900,980,5,177,66,2026-02-23
4901,981,1,403,69,2026-02-18
4902,981,2,302,87,2026-02-19
4903,981,3,69,24,2026-02-26
4904,981,4,275,91,2026-03-07
4905,981,5,252,56,2026-03-07
4906,982,1,163,41,2026-03-01
4907,982,2,214,24,2026-03-10
4908,982,3,447,79,2026-03-04
4909,982,4,123,36,2026-02-19
4910,982,5,299,70,2026-02-15
4911,983,1,104,21,2026-02-12
4912,983,2,410,75,2026-02-26
4913,983,3,46,37,2026-03-06
4914,983,4,392,70,2026-02-14
4915,983,5,95,38,2026-03-03
4916,984,1,175,21,2026-02-22
4917,984,2,375,76,2026-03-07
4918,984,3,94,83,2026-03-03
4919,984,4,22,21,2026-02-20
4920,984,5,214,57,2026-03-06
4921,985,1,210,31,2026-02-23
4922,985,2,235,44,2026-02-16
4923,985,3,468,29,2026-02-13
4924,985,4,193,26,2026-02-14
4925,985,5,332,36,2026-02-23
4926,986,1,112,24,2026-03-11
4927,986,2,431,91,2026-02-24
4928,986,3,11,99,2026-03-08
4929,986,4,66,96,2026-02-12
4930,986,5,1,97,2026-03-11
4931,987,1,229,36,2026-03-02
4932,987,2,313,93,2026-02-28
4933,987,3,434,96,2026-03-11
4934,987,4,54,68,2026-02-16
4935,987,5,61,76,2026-02-25
4936,988,1,493,64,2026-02-11
4937,988,2,442,46,2026-02-21
4938,988,3,303,30,2026-03-06
4939,988,4,2,62,2026-02-21
4940,988,5,464,75,2026-03-09
4941,989,1,30,22,2026-02-14
4942,989,2,329,70,2026-02-13
4943,989,3,206,23,2026-02-14
4944,989,4,6,50,2026-03-05
4945,989,5,182,87,2026-03-08
4946,990,1,316,90,2026-02-15
4947,990,2,258,45,2026-02-14
4948,990,3,308,57,2026-03-03
4949,990,4,201,35,2026-03-02
4950,990,5,301,53,2026-03-04
4951,991,1,378,27,2026-03-10
4952,991,2,40,38,2026-02-26
4953,991,3,235,58,2026-02-13
4954,991,4,123,52,2026-02-20
4955,991,5,265,59,2026-02-11
4956,992,1,234,44,2026-02-23
4957,992,2,405,44,2026-02-26
4958,992,3,486,31,2026-02-19
4959,992,4,268,81,2026-03-02
4960,992,5,308,57,2026-02-28
4961,993,1,272,98,2026-03-09
4962,993,2,459,96,2026-02-13
4963,993,3,316,85,2026-03-12
4964,993,4,318,61,2026-03-01
4965,993,5,110,99,2026-02-17
4966,994,1,86,97,2026-02-21
4967,994,2,345,20,2026-02-19
4968,994,3,363,58,2026-03-10
4969,994,4,466,39,2026-03-06
4970,994,5,286,98,2026-03-08
4971,995,1,372,73,2026-03-10
4972,995,2,421,46,2026-02-27
4973,995,3,453,61,2026-02-15
4974,995,4,133,65,2026-02-25
4975,995,5,452,92,2026-02-12
4976,996,1,94,81,2026-03-03
4977,996,2,155,34,2026-02-12
4978,996,3,357,83,2026-02-13
4979,996,4,55,88,2026-02-25
4980,996,5,130,78,2026-02-16
4981,997,1,317,88,2026-02-19
4982,997,2,384,80,2026-02-28
4983,997,3,134,51,2026-03-09
4984,997,4,134,91,2026-02-28
4985,997,5,136,100,2026-03-12
4986,998,1,118,31,2026-02-21
4987,998,2,154,20,2026-02-19
4988,998,3,21,21,2026-03-10
4989,998,4,278,88,2026-03-02
4990,998,5,199,38,2026-03-10
4991,999,1,420,76,2026-02-24
4992,999,2,134,78,2026-03-06
4993,999,3,77,47,2026-03-02
4994,999,4,456,76,2026-03-06
4995,999,5,350,83,2026-02-16
4996,1000,1,194,22,2026-03-06
4997,1000,2,343,24,2026-02-17
4998,1000,3,416,22,2026-02-11
4999,1000,4,304,62,2026-03-12
5000,1000,5,113,52,2026-02-26
5001,1001,1,293,30,2026-02-27
5002,1001,2,395,80,2026-02-19
5003,1001,3,33,65,2026-02-13
5004,1001,4,289,24,2026-02-20
5005,1001,5,367,29,2026-02-20
5006,1002,1,99,60,2026-03-11
5007,1002,2,187,88,2026-02-22
5008,1002,3,200,69,2026-02-19
5009,1002,4,304,65,2026-03-07
5010,1002,5,389,56,2026-03-12
5011,1003,1,237,36,2026-02-24
5012,1003,2,11,76,2026-02-25
5013,1003,3,405,99,2026-03-08
5014,1003,4,190,51,2026-03-07
5015,1003,5,91,20,2026-02-20
5016,1004,1,228,30,2026-03-04
5017,1004,2,90,63,2026-02-13
5018,1004,3,15,38,2026-02-20
5019,1004,4,332,60,2026-03-06
5020,1004,5,469,47,2026-02-18
5021,1005,1,230,52,2026-03-10
5022,1005,2,65,97,2026-02-13
5023,1005,3,444,45,2026-02-19
5024,1005,4,419,75,2026-03-11
5025,1005,5,348,43,2026-03-09
5026,1006,1,200,68,2026-02-15
5027,1006,2,44,90,2026-02-17
5028,1006,3,0,63,2026-02-23
5029,1006,4,386,31,2026-02-26
5030,1006,5,31,45,2026-03-12
5031,1007,1,396,57,2026-02-16
5032,1007,2,146,43,2026-02-24
5033,1007,3,282,81,2026-03-09
5034,1007,4,230,25,2026-03-09
5035,1007,5,59,64,2026-02-13
5036,1008,1,362,31,2026-02-19
5037,1008,2,300,47,2026-02-17
5038,1008,3,79,67,2026-02-16
5039,1008,4,291,55,2026-02-23
5040,1008,5,364,60,2026-03-12
5041,1009,1,343,60,2026-03-11
5042,1009,2,100,24,2026-02-22
5043,1009,3,349,76,2026-02-12
5044,1009,4,92,21,2026-03-08
5045,1009,5,23,22,2026-03-09
5046,1010,1,255,36,2026-03-01
5047,1010,2,64,81,2026-03-02
5048,1010,3,50,86,2026-03-04
5049,1010,4,163,50,2026-02-20
5050,1010,5,170,43,2026-02-21
5051,1011,1,452,68,2026-03-11
5052,1011,2,92,72,2026-03-12
5053,1011,3,20,58,2026-03-07
5054,1011,4,47,88,2026-02-14
5055,1011,5,89,86,2026-03-05
5056,1012,1,206,94,2026-03-05
5057,1012,2,481,77,2026-02-18
5058,1012,3,306,91,2026-02-28
5059,1012,4,264,43,2026-03-07
5060,1012,5,154,22,2026-02-24
5061,1013,1,394,33,2026-02-28
5062,1013,2,228,84,2026-02-17
5063,1013,3,443,38,2026-02-14
5064,1013,4,147,82,2026-02-20
5065,1013,5,57,32,2026-03-07
5066,1014,1,301,24,2026-02-14
5067,1014,2,169,28,2026-03-08
5068,1014,3,486,69,2026-02-16
5069,1014,4,29,89,2026-03-06
5070,1014,5,172,36,2026-03-04
5071,1015,1,348,22,2026-02-27
5072,1015,2,60,38,2026-02-25
5073,1015,3,369,28,2026-02-14
5074,1015,4,117,96,2026-03-09
5075,1015,5,54,51,2026-02-19
5076,1016,1,84,43,2026-02-14
5077,1016,2,4,38,2026-02-26
5078,1016,3,287,74,2026-02-26
5079,1016,4,332,77,2026-02-19
5080,1016,5,466,91,2026-02-19
5081,1017,1,455,80,2026-02-21
5082,1017,2,311,40,2026-02-14
5083,1017,3,168,25,2026-03-12
5084,1017,4,238,99,2026-03-11
5085,1017,5,179,49,2026-03-03
5086,1018,1,470,20,2026-03-03
5087,1018,2,393,78,2026-02-27
5088,1018,3,44,26,2026-03-10
5089,1018,4,369,93,2026-02-26
5090,1018,5,404,96,2026-03-10
5091,1019,1,359,43,2026-03-05
5092,1019,2,65,37,2026-02-24
5093,1019,3,49,100,2026-02-26
5094,1019,4,465,60,2026-02-28
5095,1019,5,259,60,2026-02-26
5096,1020,1,398,24,2026-02-16
5097,1020,2,46,66,2026-02-19
5098,1020,3,244,41,2026-02-21
5099,1020,4,284,74,2026-02-15
5100,1020,5,25,22,2026-02-12
5101,1021,1,61,26,2026-03-11
5102,1021,2,324,79,2026-03-07
5103,1021,3,356,33,2026-02-17
5104,1021,4,93,46,2026-02-14
5105,1021,5,284,54,2026-02-23
5106,1022,1,118,77,2026-02-18
5107,1022,2,152,66,2026-03-12
5108,1022,3,368,69,2026-03-12
5109,1022,4,103,64,2026-02-25
5110,1022,5,476,30,2026-03-08
5111,1023,1,400,98,2026-02-14
5112,1023,2,236,32,2026-02-22
5113,1023,3,326,93,2026-02-11
5114,1023,4,230,95,2026-02-12
5115,1023,5,462,36,2026-02-11
5116,1024,1,101,63,2026-03-06
5117,1024,2,82,31,2026-02-18
5118,1024,3,215,52,2026-02-22
5119,1024,4,255,37,2026-02-14
5120,1024,5,69,37,2026-02-27
5121,1025,1,448,54,2026-03-10
5122,1025,2,476,81,2026-02-17
5123,1025,3,43,33,2026-03-10
5124,1025,4,0,75,2026-03-06
5125,1025,5,233,28,2026-03-11
5126,1026,1,108,87,2026-02-14
5127,1026,2,319,54,2026-02-22
5128,1026,3,497,37,2026-03-10
5129,1026,4,424,94,2026-02-12
5130,1026,5,45,37,2026-02-12
5131,1027,1,178,94,2026-03-08
5132,1027,2,453,67,2026-02-25
5133,1027,3,209,53,2026-03-03
5134,1027,4,139,36,2026-02-15
5135,1027,5,297,67,2026-02-13
5136,1028,1,11,74,2026-02-26
5137,1028,2,315,90,2026-03-08
5138,1028,3,484,21,2026-03-10
5139,1028,4,52,95,2026-02-17
5140,1028,5,300,46,2026-02-15
5141,1029,1,84,26,2026-02-18
5142,1029,2,480,91,2026-02-23
5143,1029,3,457,88,2026-03-05
5144,1029,4,155,34,2026-03-09
5145,1029,5,460,32,2026-02-23
5146,1030,1,486,100,2026-02-25
5147,1030,2,121,67,2026-02-13
5148,1030,3,177,32,2026-02-14
5149,1030,4,499,64,2026-02-11
5150,1030,5,132,39,2026-02-27
5151,1031,1,10,63,2026-02-12
5152,1031,2,233,89,2026-03-08
5153,1031,3,20,67,2026-03-11
5154,1031,4,396,34,2026-02-16
5155,1031,5,330,72,2026-02-26
5156,1032,1,87,32,2026-02-28
5157,1032,2,434,70,2026-02-13
5158,1032,3,235,61,2026-02-18
5159,1032,4,456,100,2026-02-23
5160,1032,5,355,88,2026-03-12
5161,1033,1,34,70,2026-03-01
5162,1033,2,354,55,2026-03-06
5163,1033,3,456,88,2026-02-23
5164,1033,4,456,31,2026-02-20
5165,1033,5,147,30,2026-02-18
5166,1034,1,324,52,2026-02-23
5167,1034,2,480,92,2026-03-03
5168,1034,3,100,65,2026-03-09
5169,1034,4,150,90,2026-02-20
5170,1034,5,350,49,2026-03-08
5171,1035,1,194,73,2026-02-18
5172,1035,2,188,89,2026-03-10
5173,1035,3,105,83,2026-02-25
5174,1035,4,305,83,2026-02-23
5175,1035,5,344,67,2026-02-23
5176,1036,1,439,20,2026-02-25
5177,1036,2,447,54,2026-02-13
5178,1036,3,118,87,2026-02-25
5179,1036,4,329,23,2026-02-14
5180,1036,5,194,81,2026-02-28
5181,1037,1,386,23,2026-03-08
5182,1037,2,83,46,2026-03-08
5183,1037,3,370,82,2026-03-05
5184,1037,4,265,51,2026-02-15
5185,1037,5,268,21,2026-03-07
5186,1038,1,302,99,2026-02-12
5187,1038,2,80,32,2026-02-20
5188,1038,3,494,81,2026-02-13
5189,1038,4,182,20,2026-03-05
5190,1038,5,342,47,2026-03-02
5191,1039,1,447,79,2026-03-03
5192,1039,2,259,66,2026-03-10
5193,1039,3,218,84,2026-02-24
5194,1039,4,278,52,2026-03-10
5195,1039,5,403,29,2026-02-21
5196,1040,1,252,95,2026-03-06
5197,1040,2,470,61,2026-03-10
5198,1040,3,330,77,2026-02-28
5199,1040,4,321,27,2026-02-14
5200,1040,5,258,63,2026-03-05
5201,1041,1,32,45,2026-02-18
5202,1041,2,487,92,2026-03-02
5203,1041,3,156,33,2026-02-13
5204,1041,4,297,91,2026-03-05
5205,1041,5,2,57,2026-03-02
5206,1042,1,25,48,2026-02-12
5207,1042,2,381,70,2026-02-26
5208,1042,3,241,55,2026-03-02
5209,1042,4,20,90,2026-03-09
5210,1042,5,216,44,2026-03-02
5211,1043,1,476,70,2026-02-20
5212,1043,2,252,76,2026-02-13
5213,1043,3,337,66,2026-02-15
5214,1043,4,424,86,2026-03-12
5215,1043,5,428,80,2026-03-07
5216,1044,1,141,97,2026-03-09
5217,1044,2,345,89,2026-02-22
5218,1044,3,277,86,2026-02-20
5219,1044,4,82,32,2026-03-12
5220,1044,5,452,67,2026-02-14
5221,1045,1,411,76,2026-02-20
5222,1045,2,417,32,2026-02-11
5223,1045,3,78,45,2026-03-02
5224,1045,4,208,97,2026-03-09
5225,1045,5,246,22,2026-02-11
5226,1046,1,413,88,2026-02-26
5227,1046,2,222,30,2026-02-26
5228,1046,3,353,81,2026-03-03
5229,1046,4,485,92,2026-02-19
5230,1046,5,14,34,2026-02-16
5231,1047,1,485,50,2026-02-24
5232,1047,2,167,53,2026-03-06
5233,1047,3,148,26,2026-03-11
5234,1047,4,201,52,2026-03-11
5235,1047,5,480,24,2026-03-03
5236,1048,1,427,89,2026-02-25
5237,1048,2,21,94,2026-03-04
5238,1048,3,466,69,2026-02-23
5239,1048,4,148,42,2026-02-15
5240,1048,5,393,82,2026-02-12
5241,1049,1,170,45,2026-03-04
5242,1049,2,202,63,2026-02-19
5243,1049,3,243,32,2026-02-14
5244,1049,4,99,80,2026-02-14
5245,1049,5,64,22,2026-02-17
5246,1050,1,102,49,2026-02-13
5247,1050,2,377,66,2026-03-10
5248,1050,3,413,75,2026-02-25
5249,1050,4,351,64,2026-03-07
5250,1050,5,63,42,2026-02-21
5251,1051,1,484,65,2026-03-03
5252,1051,2,38,34,2026-03-05
5253,1051,3,383,32,2026-02-13
5254,1051,4,487,64,2026-03-11
5255,1051,5,469,54,2026-02-13
5256,1052,1,134,22,2026-02-19
5257,1052,2,304,32,2026-02-25
5258,1052,3,497,86,2026-02-22
5259,1052,4,96,22,2026-03-03
5260,1052,5,101,31,2026-03-04
5261,1053,1,499,46,2026-02-25
5262,1053,2,195,22,2026-03-06
5263,1053,3,428,66,2026-03-04
5264,1053,4,257,45,2026-02-15
5265,1053,5,124,97,2026-02-27
5266,1054,1,376,96,2026-03-05
5267,1054,2,164,65,2026-03-11
5268,1054,3,16,100,2026-02-18
5269,1054,4,462,40,2026-02-15
5270,1054,5,134,84,2026-02-16
5271,1055,1,199,72,2026-03-09
5272,1055,2,428,21,2026-02-20
5273,1055,3,119,26,2026-03-08
5274,1055,4,218,75,2026-02-27
5275,1055,5,300,26,2026-02-22
5276,1056,1,81,87,2026-03-11
5277,1056,2,70,89,2026-02-16
5278,1056,3,230,100,2026-03-11
5279,1056,4,102,20,2026-02-15
5280,1056,5,401,22,2026-03-08
5281,1057,1,151,73,2026-03-12
5282,1057,2,477,54,2026-03-09
5283,1057,3,335,94,2026-02-26
5284,1057,4,233,54,2026-03-09
5285,1057,5,474,38,2026-02-18
5286,1058,1,331,63,2026-03-09
5287,1058,2,11,81,2026-03-11
5288,1058,3,208,80,2026-02-23
5289,1058,4,74,20,2026-02-14
5290,1058,5,493,60,2026-02-14
5291,1059,1,458,52,2026-03-04
5292,1059,2,264,28,2026-02-26
5293,1059,3,237,70,2026-03-12
5294,1059,4,117,82,2026-03-05
5295,1059,5,234,43,2026-02-14
5296,1060,1,347,38,2026-02-17
5297,1060,2,184,43,2026-02-19
5298,1060,3,207,26,2026-02-17
5299,1060,4,258,95,2026-03-04
5300,1060,5,402,54,2026-03-07
5301,1061,1,212,76,2026-03-11
5302,1061,2,279,91,2026-02-11
5303,1061,3,45,68,2026-02-20
5304,1061,4,252,21,2026-02-19
5305,1061,5,288,24,2026-02-15
5306,1062,1,54,45,2026-02-19
5307,1062,2,53,24,2026-02-18
5308,1062,3,387,78,2026-03-03
5309,1062,4,276,21,2026-03-11
5310,1062,5,217,82,2026-02-19
5311,1063,1,418,62,2026-02-15
5312,1063,2,426,86,2026-03-10
5313,1063,3,152,94,2026-02-13
5314,1063,4,267,52,2026-02-14
5315,1063,5,265,48,2026-03-01
5316,1064,1,295,75,2026-02-11
5317,1064,2,309,55,2026-02-25
5318,1064,3,198,52,2026-03-07
5319,1064,4,475,68,2026-02-25
5320,1064,5,340,84,2026-03-08
5321,1065,1,495,72,2026-02-14
5322,1065,2,255,70,2026-02-27
5323,1065,3,390,79,2026-03-12
5324,1065,4,375,65,2026-02-12
5325,1065,5,281,74,2026-03-08
5326,1066,1,322,45,2026-03-01
5327,1066,2,280,94,2026-02-16
5328,1066,3,379,100,2026-03-08
5329,1066,4,460,95,2026-02-16
5330,1066,5,56,79,2026-03-05
5331,1067,1,60,46,2026-02-17
5332,1067,2,90,84,2026-03-08
5333,1067,3,65,48,2026-03-01
5334,1067,4,242,55,2026-03-08
5335,1067,5,382,79,2026-03-07
5336,1068,1,55,82,2026-03-03
5337,1068,2,406,71,2026-03-12
5338,1068,3,500,62,2026-03-10
5339,1068,4,52,41,2026-02-17
5340,1068,5,305,51,2026-02-21
5341,1069,1,277,59,2026-02-15
5342,1069,2,185,82,2026-02-17
5343,1069,3,40,84,2026-02-20
5344,1069,4,211,58,2026-03-11
5345,1069,5,367,56,2026-02-21
5346,1070,1,446,75,2026-03-11
5347,1070,2,217,91,2026-02-15
5348,1070,3,373,90,2026-02-18
5349,1070,4,99,97,2026-02-18
5350,1070,5,48,92,2026-02-23
5351,1071,1,394,61,2026-02-18
5352,1071,2,205,60,2026-03-02
5353,1071,3,73,57,2026-03-04
5354,1071,4,17,41,2026-03-04
5355,1071,5,219,49,2026-03-02
5356,1072,1,342,95,2026-02-14
5357,1072,2,379,43,2026-03-10
5358,1072,3,152,20,2026-02-26
5359,1072,4,263,51,2026-03-04
5360,1072,5,447,85,2026-02-23
5361,1073,1,249,62,2026-03-03
5362,1073,2,415,22,2026-03-10
5363,1073,3,445,58,2026-03-06
5364,1073,4,194,79,2026-03-07
5365,1073,5,171,95,2026-03-05
5366,1074,1,296,60,2026-03-11
5367,1074,2,404,90,2026-02-14
5368,1074,3,258,63,2026-02-28
5369,1074,4,21,75,2026-02-18
5370,1074,5,206,31,2026-02-16
5371,1075,1,57,84,2026-02-19
5372,1075,2,485,60,2026-02-16
5373,1075,3,210,77,2026-02-17
5374,1075,4,209,79,2026-03-03
5375,1075,5,134,76,2026-02-17
5376,1076,1,376,54,2026-02-23
5377,1076,2,106,65,2026-03-08
5378,1076,3,55,20,2026-03-01
5379,1076,4,2,39,2026-02-22
5380,1076,5,494,70,2026-02-24
5381,1077,1,333,59,2026-03-04
5382,1077,2,325,75,2026-02-24
5383,1077,3,400,81,2026-03-06
5384,1077,4,431,97,2026-02-17
5385,1077,5,216,38,2026-03-06
5386,1078,1,108,24,2026-02-22
5387,1078,2,319,66,2026-02-16
5388,1078,3,46,20,2026-02-14
5389,1078,4,7,43,2026-03-04
5390,1078,5,327,66,2026-02-14
5391,1079,1,213,59,2026-03-12
5392,1079,2,52,98,2026-03-04
5393,1079,3,15,20,2026-02-21
5394,1079,4,458,75,2026-02-14
5395,1079,5,320,48,2026-03-02
5396,1080,1,459,99,2026-03-01
5397,1080,2,79,95,2026-03-07
5398,1080,3,263,73,2026-03-01
5399,1080,4,426,89,2026-03-12
5400,1080,5,368,98,2026-02-25
5401,1081,1,353,48,2026-02-16
5402,1081,2,96,62,2026-02-20
5403,1081,3,227,94,2026-02-19
5404,1081,4,500,33,2026-02-26
5405,1081,5,150,65,2026-03-10
5406,1082,1,53,92,2026-02-13
5407,1082,2,421,29,2026-02-17
5408,1082,3,127,44,2026-03-09
5409,1082,4,104,89,2026-02-26
5410,1082,5,360,57,2026-03-01
5411,1083,1,246,82,2026-02-25
5412,1083,2,278,40,2026-02-18
5413,1083,3,112,59,2026-02-27
5414,1083,4,202,91,2026-02-22
5415,1083,5,452,94,2026-02-21
5416,1084,1,46,72,2026-02-16
5417,1084,2,447,80,2026-02-15
5418,1084,3,204,100,2026-02-27
5419,1084,4,452,48,2026-02-24
5420,1084,5,107,52,2026-03-05
5421,1085,1,137,47,2026-02-20
5422,1085,2,178,60,2026-02-18
5423,1085,3,220,50,2026-03-06
5424,1085,4,256,66,2026-02-21
5425,1085,5,415,89,2026-02-26
5426,1086,1,105,66,2026-03-02
5427,1086,2,435,92,2026-02-27
5428,1086,3,39,82,2026-02-20
5429,1086,4,15,67,2026-03-06
5430,1086,5,118,77,2026-03-04
5431,1087,1,218,51,2026-03-05
5432,1087,2,8,32,2026-03-05
5433,1087,3,369,28,2026-02-19
5434,1087,4,317,41,2026-02-17
5435,1087,5,460,63,2026-03-03
5436,1088,1,263,57,2026-03-10
5437,1088,2,80,81,2026-02-25
5438,1088,3,80,26,2026-02-24
5439,1088,4,249,36,2026-02-23
5440,1088,5,336,63,2026-02-21
5441,1089,1,335,70,2026-02-23
5442,1089,2,292,55,2026-03-08
5443,1089,3,469,28,2026-02-13
5444,1089,4,364,87,2026-03-06
5445,1089,5,479,33,2026-02-16
5446,1090,1,169,62,2026-02-28
5447,1090,2,138,91,2026-02-13
5448,1090,3,330,60,2026-03-08
5449,1090,4,422,21,2026-02-15
5450,1090,5,251,43,2026-02-25
5451,1091,1,53,49,2026-03-08
5452,1091,2,373,96,2026-02-26
5453,1091,3,415,74,2026-02-14
5454,1091,4,493,100,2026-03-02
5455,1091,5,71,48,2026-03-10
5456,1092,1,489,99,2026-02-19
5457,1092,2,228,21,2026-02-19
5458,1092,3,386,70,2026-02-19
5459,1092,4,67,58,2026-02-14
5460,1092,5,263,59,2026-02-14
5461,1093,1,19,50,2026-02-21
5462,1093,2,228,73,2026-02-21
5463,1093,3,110,93,2026-03-11
5464,1093,4,193,20,2026-02-11
5465,1093,5,498,56,2026-02-26
5466,1094,1,234,23,2026-03-12
5467,1094,2,225,72,2026-02-19
5468,1094,3,49,38,2026-02-25
5469,1094,4,98,69,2026-02-20
5470,1094,5,462,35,2026-03-12
5471,1095,1,68,86,2026-02-17
5472,1095,2,19,69,2026-02-21
5473,1095,3,487,61,2026-02-23
5474,1095,4,293,100,2026-02-25
5475,1095,5,479,48,2026-02-13
5476,1096,1,131,70,2026-02-17
5477,1096,2,92,100,2026-02-21
5478,1096,3,309,90,2026-03-07
5479,1096,4,442,23,2026-03-03
5480,1096,5,188,46,2026-02-14
5481,1097,1,266,64,2026-02-28
5482,1097,2,398,45,2026-02-15
5483,1097,3,70,49,2026-02-25
5484,1097,4,19,50,2026-02-21
5485,1097,5,299,73,2026-03-07
5486,1098,1,218,70,2026-02-25
5487,1098,2,359,38,2026-02-20
5488,1098,3,359,36,2026-02-28
5489,1098,4,354,78,2026-02-28
5490,1098,5,405,87,2026-02-12
5491,1099,1,374,46,2026-02-26
5492,1099,2,269,94,2026-03-04
5493,1099,3,166,57,2026-03-07
5494,1099,4,193,36,2026-02-17
5495,1099,5,157,53,2026-03-04
5496,1100,1,307,77,2026-02-15
5497,1100,2,45,26,2026-02-22
5498,1100,3,183,88,2026-02-27
5499,1100,4,339,86,2026-02-26
5500,1100,5,468,29,2026-02-18
5501,1101,1,465,72,2026-03-02
5502,1101,2,60,77,2026-02-16
5503,1101,3,41,93,2026-02-23
5504,1101,4,453,57,2026-02-27
5505,1101,5,212,78,2026-02-14
5506,1102,1,382,68,2026-02-27
5507,1102,2,35,29,2026-03-04
5508,1102,3,369,67,2026-02-19
5509,1102,4,193,26,2026-02-14
5510,1102,5,22,64,2026-02-28
5511,1103,1,70,82,2026-02-20
5512,1103,2,109,80,2026-02-22
5513,1103,3,331,66,2026-02-22
5514,1103,4,120,99,2026-03-12
5515,1103,5,211,91,2026-03-06
5516,1104,1,288,52,2026-02-21
5517,1104,2,280,75,2026-02-18
5518,1104,3,81,41,2026-02-17
5519,1104,4,272,23,2026-03-03
5520,1104,5,306,45,2026-02-24
5521,1105,1,13,60,2026-03-08
5522,1105,2,110,89,2026-02-19
5523,1105,3,30,98,2026-02-24
5524,1105,4,153,100,2026-02-24
5525,1105,5,171,90,2026-02-24
5526,1106,1,85,69,2026-03-09
5527,1106,2,185,55,2026-02-22
5528,1106,3,320,49,2026-02-25
5529,1106,4,81,92,2026-02-26
5530,1106,5,486,72,2026-02-12
5531,1107,1,346,87,2026-02-21
5532,1107,2,119,62,2026-02-23
5533,1107,3,253,87,2026-03-04
5534,1107,4,237,73,2026-03-08
5535,1107,5,197,26,2026-02-22
5536,1108,1,261,30,2026-02-22
5537,1108,2,177,41,2026-02-24
5538,1108,3,406,56,2026-02-24
5539,1108,4,234,35,2026-03-03
5540,1108,5,342,89,2026-03-11
5541,1109,1,400,70,2026-02-16
5542,1109,2,283,67,2026-02-23
5543,1109,3,405,25,2026-02-24
5544,1109,4,52,46,2026-02-16
5545,1109,5,132,46,2026-02-18
5546,1110,1,143,100,2026-02-25
5547,1110,2,20,63,2026-03-08
5548,1110,3,485,44,2026-02-18
5549,1110,4,102,69,2026-02-21
5550,1110,5,146,92,2026-02-14
5551,1111,1,330,38,2026-02-22
5552,1111,2,264,97,2026-03-05
5553,1111,3,277,86,2026-02-19
5554,1111,4,246,99,2026-02-18
5555,1111,5,386,33,2026-02-18
5556,1112,1,480,30,2026-03-05
5557,1112,2,387,72,2026-02-26
5558,1112,3,426,81,2026-02-21
5559,1112,4,403,33,2026-03-11
5560,1112,5,39,78,2026-03-07
5561,1113,1,265,32,2026-02-21
5562,1113,2,421,89,2026-02-28
5563,1113,3,35,26,2026-03-03
5564,1113,4,312,49,2026-03-09
5565,1113,5,95,30,2026-02-28
5566,1114,1,167,30,2026-02-15
5567,1114,2,499,46,2026-02-19
5568,1114,3,50,97,2026-02-27
5569,1114,4,447,28,2026-02-22
5570,1114,5,137,79,2026-03-04
5571,1115,1,163,75,2026-03-03
5572,1115,2,232,29,2026-02-15
5573,1115,3,84,46,2026-03-09
5574,1115,4,90,44,2026-03-05
5575,1115,5,413,36,2026-02-20
5576,1116,1,262,80,2026-02-15
5577,1116,2,188,48,2026-03-09
5578,1116,3,105,52,2026-03-03
5579,1116,4,34,68,2026-02-16
5580,1116,5,458,73,2026-03-04
5581,1117,1,452,21,2026-02-20
